# Oscilloscope file ./20170703_502902.bin
# Channel 1
Time / s;Voltage / V
0;0.16
0.025;0.16
0.05;0.16
0.075;0.24
0.1;0.16
0.125;0.24
0.15;0.24
0.175;0.24
0.2;0.16
0.225;0.24
0.25;0.16
0.275;0.24
0.3;0.16
0.325;0.24
0.35;0.24
0.375;0.24
0.4;0.16
0.425;0.24
0.45;0.24
0.475;0.32
0.5;0.24
0.525;0.24
0.55;0.24
0.575;0.32
0.6;0.24
0.625;0.24
0.65;0.24
0.675;0.32
0.7;0.24
0.725;0.32
0.75;0.32
0.775;0.32
0.8;0.32
0.825;0.32
0.85;0.32
0.875;0.32
0.9;0.32
0.925;0.32
0.95;0.32
0.975;0.4
1;0.32
1.025;0.32
1.05;0.4
1.075;0.4
1.1;0.32
1.125;0.4
1.15;0.4
1.175;0.4
1.2;0.4
1.225;0.4
1.25;0.4
1.275;0.48
1.3;0.4
1.325;0.48
1.35;0.48
1.375;0.48
1.4;0.4
1.425;0.4
1.45;0.48
1.475;0.48
1.5;0.4
1.525;0.4
1.55;0.48
1.575;0.48
1.6;0.4
1.625;0.48
1.65;0.48
1.675;0.48
1.7;0.48
1.725;0.48
1.75;0.56
1.775;0.56
1.8;0.48
1.825;0.56
1.85;0.48
1.875;0.56
1.9;0.48
1.925;0.48
1.95;0.56
1.975;0.56
2;0.48
2.025;0.56
2.05;0.56
2.075;0.56
2.1;0.56
2.125;0.56
2.15;0.56
2.175;0.64
2.2;0.56
2.225;0.56
2.25;0.56
2.275;0.64
2.3;0.56
2.325;0.64
2.35;0.64
2.375;0.64
2.4;0.64
2.425;0.64
2.45;0.64
2.475;0.64
2.5;0.64
2.525;0.64
2.55;0.64
2.575;0.72
2.6;0.64
2.625;0.64
2.65;0.64
2.675;0.72
2.7;0.64
2.725;0.72
2.75;0.72
2.775;0.72
2.8;0.64
2.825;0.72
2.85;0.72
2.875;0.72
2.9;0.72
2.925;0.72
2.95;0.72
2.975;0.8
3;0.72
3.025;0.8
3.05;0.72
3.075;0.8
3.1;0.72
3.125;0.8
3.15;0.72
3.175;0.8
3.2;0.72
3.225;0.8
3.25;0.72
3.275;0.8
3.3;0.72
3.325;0.8
3.35;0.8
3.375;0.8
3.4;0.8
3.425;0.8
3.45;0.8
3.475;0.88
3.5;0.8
3.525;0.88
3.55;0.88
