Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	1
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	0
86	1
87	0
88	1
89	0
90	0
91	0
92	0
93	1
94	0
95	0
96	1
97	0
98	0
99	0
100	1
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	1
110	0
111	0
112	2
113	0
114	0
115	0
116	0
117	1
118	0
119	0
120	0
121	0
122	0
123	0
124	0
125	0
126	1
127	0
128	0
129	0
130	0
131	0
132	0
133	1
134	0
135	0
136	0
137	0
138	0
139	0
140	0
141	0
142	0
143	0
144	1
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	1
162	0
163	0
164	0
165	0
166	1
167	0
168	0
169	0
170	0
171	0
172	0
173	1
174	0
175	1
176	0
177	0
178	0
179	0
180	0
181	0
182	1
183	0
184	1
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	1
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	1
208	2
209	0
210	1
211	0
212	0
213	0
214	0
215	1
216	0
217	0
218	0
219	0
220	0
221	1
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	1
230	0
231	0
232	0
233	1
234	0
235	0
236	1
237	0
238	0
239	0
240	0
241	0
242	0
243	3
244	0
245	0
246	0
247	1
248	0
249	0
250	0
251	1
252	0
253	0
254	0
255	1
256	0
257	0
258	0
259	2
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	1
269	0
270	0
271	0
272	0
273	0
274	0
275	2
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	1
284	0
285	1
286	0
287	0
288	1
289	0
290	0
291	0
292	0
293	1
294	0
295	0
296	1
297	0
298	0
299	0
300	0
301	0
302	0
303	1
304	1
305	1
306	0
307	0
308	1
309	1
310	0
311	1
312	0
313	0
314	2
315	0
316	0
317	0
318	0
319	0
320	0
321	1
322	1
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	1
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	1
343	0
344	0
345	0
346	0
347	2
348	1
349	1
350	1
351	0
352	0
353	0
354	0
355	0
356	0
357	1
358	0
359	0
360	0
361	0
362	0
363	1
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	1
376	1
377	2
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	2
386	1
387	0
388	0
389	0
390	1
391	0
392	0
393	0
394	0
395	0
396	0
397	1
398	1
399	1
400	0
401	1
402	0
403	2
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	2
412	0
413	1
414	0
415	1
416	0
417	0
418	1
419	0
420	0
421	1
422	1
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	2
435	1
436	1
437	0
438	0
439	0
440	1
441	1
442	1
443	1
