Kanalnummer	Impulse
Kanal/#	Impulse/#

0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	1
85	0
86	0
87	0
88	1
89	0
90	0
91	1
92	2
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	0
115	0
116	0
117	0
118	1
119	0
120	0
121	0
122	0
123	0
124	0
125	1
126	0
127	0
128	1
129	1
130	0
131	0
132	0
133	0
134	0
135	0
136	0
137	0
138	0
139	0
140	1
141	0
142	0
143	0
144	1
145	0
146	0
147	0
148	0
149	0
150	0
151	0
152	1
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	1
165	0
166	0
167	0
168	0
169	1
170	0
171	0
172	0
173	0
174	0
175	0
176	1
177	0
178	0
179	2
180	0
181	0
182	0
183	1
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	1
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	1
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	1
215	0
216	0
217	0
218	0
219	2
220	0
221	0
222	0
223	0
224	0
225	0
226	1
227	0
228	0
229	0
230	1
231	0
232	0
233	0
234	0
235	0
236	1
237	1
238	0
239	0
240	0
241	1
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	1
265	0
266	0
267	1
268	0
269	1
270	0
271	0
272	0
273	0
274	1
275	0
276	1
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	1
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	1
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	1
329	0
330	0
331	0
332	0
333	1
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	1
343	0
344	0
345	0
346	0
347	0
348	0
349	2
350	1
351	0
352	0
353	1
354	0
355	1
356	0
357	0
358	0
359	0
360	0
361	0
362	1
363	0
364	1
365	0
366	0
367	0
368	0
369	0
370	1
371	1
372	0
373	0
374	0
375	1
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	1
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	1
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	1
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	1
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	1
429	0
430	0
431	1
432	0
433	0
434	0
435	0
436	0
437	1
438	0
439	0
440	0
441	0
442	1
443	0
